EC,LITERATURE,PubMedID
1.8.1.4,393991,
1.8.1.4,692858,
1.8.1.4,393994,
1.8.1.4,"742221,743050,743051",
1.8.1.4,"765207,765208,765209,765210",
1.8.1.4,393964,
1.8.1.4,658742,
1.8.1.4,702739,
1.8.1.4,392950,
1.8.1.6,440354,
1.8.1.6,440356,
1.8.1.7,394708,
1.8.1.7,394751,
1.8.1.7,394752,
1.8.1.7,394757,
1.8.1.7,659860,
1.8.1.7,725772,
1.8.1.7,394732,
1.8.1.7,700795,
1.8.1.7,659902,
1.8.1.7,686233,
1.8.1.7,742991,
1.8.1.7,724919,
1.8.1.7,742814,
1.8.1.7,659594,
1.8.1.7,659698,
1.8.1.7,713468,
1.8.1.7,701146,
1.8.1.7,701093,
1.8.1.7,763919,
1.8.1.7,701018,
1.8.1.7,743274,
1.8.1.7,688951,
1.8.1.7,726094,
1.8.1.7,675954,
1.8.1.7,394773,
1.8.1.7,394744,
1.8.1.7,394770,
1.8.1.7,394711,
1.8.1.7,394754,
1.8.1.7,394768,
1.8.1.7,394774,
1.8.1.7,394759,
1.8.1.7,394765,
1.8.1.7,"393993,394709",
1.8.1.7,394758,
1.8.1.7,394734,
1.8.1.7,394755,
1.8.1.7,394731,
1.8.1.7,"394708,394725",
1.8.1.7,394737,
1.8.1.7,394715,
1.8.1.7,394721,
1.8.1.7,394756,
1.8.1.7,"394711,394742",
1.8.1.7,394743,
1.8.1.7,394733,
1.8.1.7,394719,
1.8.1.7,394745,
1.8.1.7,394741,
1.8.1.7,394771,
1.8.1.7,"394708,394751",
1.8.1.7,394727,
1.8.1.7,"393993,394709",
1.8.1.7,"394708,394725",
1.8.1.7,"394708,394711",
1.8.1.7,"394708,394734",
1.8.1.7,"394711,394742",
1.8.1.8,680424,
1.8.1.8,741927,
1.8.1.8,437710,
1.8.1.9,725691,
1.8.1.9,686858,
1.8.1.9,725245,
1.8.1.9,710896,
1.8.1.9,724148,
1.8.1.9,394949,
1.8.1.9,394937,
1.8.1.9,393993,
1.8.1.9,394912,
1.8.1.9,394925,
1.8.1.9,394916,
1.8.1.9,394907,
1.8.1.9,394932,
1.8.1.B1,742689,
1.8.1.B1,743070,
1.8.1.B4,701047,
1.8.1.B4,679756,
1.8.1.B5,733364,
1.8.2.1,394077,
1.8.2.1,394082,
1.8.2.1,394078,
1.8.2.1,394083,
1.8.2.1,394085,
1.8.2.1,394081,
1.8.2.1,394084,
1.8.2.1,724587,
1.8.2.1,667714,
1.8.2.1,691057,
1.8.2.1,394072,
1.8.2.1,658970,
1.8.2.1,"394085,394087",
1.8.2.1,"394081,394087",
1.8.2.1,394088,
1.8.2.2,394078,
1.8.2.2,394115,
1.8.2.2,394116,
1.8.2.2,394117,
1.8.2.2,288769,
1.8.2.2,394124,
1.8.2.2,394125,
1.8.2.2,394122,
1.8.2.2,724028,
1.8.2.3,764117,
1.8.2.3,713981,
1.8.2.3,715409,
1.8.2.4,715664,
1.8.2.5,739959,
1.8.2.7,758251,
1.8.3.1,"393008,393013",
1.8.3.1,"392995,393000,393004,393008",
1.8.3.1,392995,
1.8.3.1,393005,
1.8.3.1,698227,
1.8.3.1,393000,
1.8.3.1,695142,
1.8.3.1,"724810,725556",
1.8.3.1,726298,
1.8.3.1,694617,
1.8.3.1,670497,
1.8.3.1,393031,
1.8.3.1,669129,
1.8.3.1,692747,
1.8.3.1,393008,
1.8.3.1,393025,
1.8.3.2,393051,
1.8.3.2,"393043,393045",
1.8.3.2,393044,
1.8.3.2,"393049,393051",
1.8.3.2,"393049,393051",
1.8.3.2,659861,
1.8.3.2,764376,
1.8.3.2,723985,
1.8.3.2,393040,
1.8.3.2,393054,
1.8.3.2,393049,
1.8.3.2,393057,
1.8.3.2,393045,
1.8.3.2,"393061,393064",
1.8.3.2,"393049,393051",
1.8.3.2,"393043,393045",
1.8.3.2,"393043,393045",
1.8.3.2,393061,
1.8.3.2,"393043,393045",
1.8.3.2,"393049,393051",
1.8.3.2,670697,
1.8.3.2,393043,
1.8.3.3,394884,
1.8.3.3,394886,
1.8.3.3,394887,
1.8.3.4,395101,
1.8.3.4,765461,
1.8.3.4,395103,
1.8.3.4,395102,
1.8.3.5,669763,
1.8.3.5,710018,
1.8.3.6,710018,
1.8.4.10,667746,
1.8.4.10,393947,
1.8.4.10,636502,
1.8.4.10,698950,
1.8.4.11,725066,
1.8.4.11,687392,
1.8.4.11,394098,
1.8.4.12,658025,
1.8.4.12,726460,
1.8.4.12,687392,
1.8.4.12,764698,
1.8.4.13,393070,
1.8.4.13,393068,
1.8.4.2,394815,
1.8.4.2,394817,
1.8.4.2,394824,
1.8.4.2,394820,
1.8.4.2,394830,
1.8.4.2,394846,
1.8.4.2,394810,
1.8.4.2,394814,
1.8.4.2,394816,
1.8.4.2,3067,
1.8.4.3,395011,
1.8.4.4,395019,
1.8.4.8,133778,
1.8.4.8,133775,
1.8.4.8,742273,
1.8.4.8,698950,
1.8.4.9,667746,
1.8.4.9,669891,
1.8.4.9,288643,
1.8.4.9,660399,
1.8.5.1,394030,
1.8.5.1,743598,
1.8.5.1,743482,
1.8.5.1,743461,
1.8.5.1,394034,
1.8.5.1,394017,
1.8.5.1,394032,
1.8.5.1,394018,
1.8.5.1,394031,
1.8.5.1,669969,
1.8.5.1,394025,
1.8.5.1,670490,
1.8.5.1,394022,
1.8.5.1,394019,
1.8.5.1,763925,
1.8.5.1,394028,
1.8.5.1,"394020,394024",
1.8.5.1,"394020,394024",
1.8.5.2,724028,
1.8.5.4,714950,
1.8.5.4,715434,
1.8.5.4,714310,
1.8.5.4,714148,
1.8.5.4,713983,
1.8.5.4,713985,
1.8.5.4,715911,
1.8.5.4,715419,
1.8.5.4,715343,
1.8.5.4,714519,
1.8.5.7,740704,
1.8.5.8,744869,
1.8.5.8,745263,
1.8.5.8,745666,
1.8.5.B1,743348,
1.8.7.1,674504,
1.8.7.1,437705,
1.8.7.1,437695,
1.8.7.1,437693,
1.8.7.1,437703,
1.8.7.1,437692,
1.8.7.1,"437689,437692",
1.8.7.2,702476,
1.8.7.3,743210,
1.8.98.1,639391,
1.8.98.1,655400,
1.8.98.1,743210,
1.8.98.1,742500,
1.8.98.1,655398,
1.8.98.2,659421,
1.8.98.3,674504,
1.8.99.2,667746,
1.8.99.2,288643,
1.8.99.2,393952,
1.8.99.2,393940,
1.8.99.2,659441,
1.8.99.2,393933,
1.8.99.2,393957,
1.8.99.2,393937,
1.8.99.2,393929,
1.8.99.2,393944,
1.8.99.2,393932,
1.8.99.2,393958,
1.8.99.2,393941,
1.8.99.2,393927,
1.8.99.2,393931,
1.8.99.2,393955,
1.8.99.2,"393952,393958",
1.8.99.2,667787,
1.8.99.5,394898,
1.8.99.5,394040,
1.8.99.B2,394129,
1.9.6.1,684990,
1.9.6.1,698544,
1.9.6.1,764372,
1.9.98.1,396332,
1.97.1.1,437685,
1.97.1.1,659023,
1.97.1.1,437683,
1.97.1.12,711187,
1.97.1.2,437674,
1.97.1.4,14934,
1.97.1.9,644816,
1.97.1.9,714365,
1.97.1.9,644812,
1.97.1.9,745578,
1.97.1.9,671468,
2.1.1.1,441252,
2.1.1.1,441253,
2.1.1.1,441258,
2.1.1.1,441255,
2.1.1.10,441387,
2.1.1.10,694665,
2.1.1.10,687808,
2.1.1.100,733252,
2.1.1.100,734533,
2.1.1.100,658348,
2.1.1.100,672255,
2.1.1.100,485034,
2.1.1.100,485024,
2.1.1.100,485045,
2.1.1.100,485032,
2.1.1.100,485031,
2.1.1.100,"485024,485030",
2.1.1.100,485025,
2.1.1.100,"485029,485036",
2.1.1.100,485033,
2.1.1.100,485042,
2.1.1.100,485039,
2.1.1.100,485043,
2.1.1.100,485035,
2.1.1.100,659510,
2.1.1.100,485026,
2.1.1.100,485021,
2.1.1.100,485029,
2.1.1.101,485050,
2.1.1.101,485049,
2.1.1.102,485050,
2.1.1.103,755953,
2.1.1.103,485061,
2.1.1.103,663227,
2.1.1.103,485056,
2.1.1.103,735267,
2.1.1.103,719882,
2.1.1.103,698872,
2.1.1.104,702477,
2.1.1.104,758087,
2.1.1.104,485071,
2.1.1.104,734993,
2.1.1.104,485067,
2.1.1.104,706277,
2.1.1.104,485066,
2.1.1.104,700855,
2.1.1.106,485082,
2.1.1.107,696120,
2.1.1.107,756712,
2.1.1.107,727722,
2.1.1.109,485099,
2.1.1.11,485105,
2.1.1.11,485106,
2.1.1.11,661705,
2.1.1.11,485113,
2.1.1.111,689543,
2.1.1.113,485137,
2.1.1.113,485131,
2.1.1.115,15190,
2.1.1.116,676691,
2.1.1.116,15191,
2.1.1.117,756272,
2.1.1.117,15193,
2.1.1.117,15196,
2.1.1.118,441450,
2.1.1.119,7392,
2.1.1.12,485144,
2.1.1.121,15204,
2.1.1.122,674802,
2.1.1.122,15205,
2.1.1.122,15206,
2.1.1.123,15208,
2.1.1.127,15228,
2.1.1.127,15225,
2.1.1.127,706534,
2.1.1.127,720025,
2.1.1.128,15229,
2.1.1.128,15232,
2.1.1.129,288646,
2.1.1.13,441194,
2.1.1.13,437717,
2.1.1.13,441178,
2.1.1.13,441188,
2.1.1.13,441210,
2.1.1.13,673596,
2.1.1.13,"441183,441188",
2.1.1.13,702050,
2.1.1.13,441217,
2.1.1.13,441185,
2.1.1.13,441174,
2.1.1.13,"441183,441188",
2.1.1.132,15273,
2.1.1.136,657589,
2.1.1.137,733425,
2.1.1.137,719012,
2.1.1.137,721075,
2.1.1.137,485148,
2.1.1.137,"733425,733865",
2.1.1.137,733865,
2.1.1.137,674763,
2.1.1.137,485151,
2.1.1.14,441331,
2.1.1.14,441337,
2.1.1.14,441322,
2.1.1.14,441323,
2.1.1.14,441328,
2.1.1.14,441217,
2.1.1.140,756272,
2.1.1.140,659190,
2.1.1.140,288659,
2.1.1.140,15230,
2.1.1.141,757941,
2.1.1.141,734557,
2.1.1.141,645946,
2.1.1.142,485322,
2.1.1.142,288661,
2.1.1.142,757934,
2.1.1.142,659247,
2.1.1.142,733293,
2.1.1.142,"659247,659977",
2.1.1.143,757934,
2.1.1.143,349711,
2.1.1.143,349710,
2.1.1.144,288662,
2.1.1.144,288663,
2.1.1.145,658074,
2.1.1.145,288663,
2.1.1.146,485153,
2.1.1.147,485156,
2.1.1.148,694812,
2.1.1.148,659429,
2.1.1.148,720992,
2.1.1.148,757387,
2.1.1.148,679184,
2.1.1.15,485159,
2.1.1.153,655395,
2.1.1.154,654325,
2.1.1.155,655462,
2.1.1.156,659286,
2.1.1.156,671647,
2.1.1.156,657578,
2.1.1.156,720836,
2.1.1.157,659286,
2.1.1.157,657578,
2.1.1.157,720836,
2.1.1.158,668586,
2.1.1.158,670578,
2.1.1.159,734861,
2.1.1.159,700865,
2.1.1.159,668585,
2.1.1.159,670578,
2.1.1.159,670507,
2.1.1.160,670578,
2.1.1.160,670507,
2.1.1.160,668585,
2.1.1.161,659286,
2.1.1.161,671647,
2.1.1.162,677087,
2.1.1.162,758064,
2.1.1.165,701215,
2.1.1.165,677650,
2.1.1.165,682595,
2.1.1.165,680600,
2.1.1.165,696997,
2.1.1.165,695730,
2.1.1.165,696802,
2.1.1.165,700660,
2.1.1.169,719183,
2.1.1.17,485164,
2.1.1.17,485171,
2.1.1.17,"485175,485176",
2.1.1.17,"485175,485176",
2.1.1.17,"485175,485176",
2.1.1.17,485166,
2.1.1.17,485177,
2.1.1.17,"485175,485176",
2.1.1.17,"485175,485176",
2.1.1.17,"485175,485176",
2.1.1.17,485172,
2.1.1.17,485193,
2.1.1.17,485179,
2.1.1.17,485173,
2.1.1.175,706086,
2.1.1.175,700855,
2.1.1.18,485196,
2.1.1.184,704252,
2.1.1.184,485437,
2.1.1.184,485438,
2.1.1.184,"662611,705957",
2.1.1.184,705109,
2.1.1.19,485198,
2.1.1.2,485200,
2.1.1.2,485203,
2.1.1.2,485202,
2.1.1.20,657792,
2.1.1.20,485214,
2.1.1.20,485212,
2.1.1.204,758443,
2.1.1.210,712028,
2.1.1.212,676377,
2.1.1.212,713268,
2.1.1.215,704511,
2.1.1.215,719968,
2.1.1.216,712733,
2.1.1.217,757861,
2.1.1.22,485239,
2.1.1.22,485238,
2.1.1.220,485272,
2.1.1.220,736494,
2.1.1.228,673850,
2.1.1.228,661154,
2.1.1.230,485514,
2.1.1.230,485512,
2.1.1.231,655462,
2.1.1.233,756498,
2.1.1.244,758296,
2.1.1.247,717753,
2.1.1.25,741668,
2.1.1.25,485242,
2.1.1.251,717763,
2.1.1.251,727732,
2.1.1.26,485243,
2.1.1.267,700855,
2.1.1.267,757955,
2.1.1.269,757585,
2.1.1.27,441284,
2.1.1.270,676377,
2.1.1.270,713268,
2.1.1.273,724107,
2.1.1.274,726129,
2.1.1.278,726115,
2.1.1.279,726235,
2.1.1.28,639439,
2.1.1.28,639432,
2.1.1.28,662596,
2.1.1.28,639440,
2.1.1.28,639445,
2.1.1.28,639451,
2.1.1.28,639430,
2.1.1.280,692151,
2.1.1.280,694691,
2.1.1.283,721439,
2.1.1.292,722880,
2.1.1.299,758296,
2.1.1.3,485245,
2.1.1.320,735162,
2.1.1.33,673682,
2.1.1.33,441339,
2.1.1.33,757114,
2.1.1.33,441469,
2.1.1.338,741150,
2.1.1.339,741150,
2.1.1.34,637162,
2.1.1.34,"637157,637162",
2.1.1.34,674692,
2.1.1.34,637164,
2.1.1.34,734227,
2.1.1.34,719910,
2.1.1.34,637157,
2.1.1.34,662326,
2.1.1.34,663410,
2.1.1.340,741185,
2.1.1.341,659009,
2.1.1.344,742872,
2.1.1.35,441377,
2.1.1.35,441362,
2.1.1.35,441357,
2.1.1.35,441359,
2.1.1.35,441339,
2.1.1.35,441364,
2.1.1.35,"441364,441379",
2.1.1.35,441378,
2.1.1.35,"441378,441379",
2.1.1.355,703174,
2.1.1.37,659271,
2.1.1.37,659080,
2.1.1.37,657772,
2.1.1.37,485275,
2.1.1.37,485286,
2.1.1.37,485307,
2.1.1.37,485278,
2.1.1.37,485285,
2.1.1.37,706274,
2.1.1.37,485290,
2.1.1.37,485277,
2.1.1.37,485299,
2.1.1.373,759975,
2.1.1.373,758701,
2.1.1.376,762268,
2.1.1.38,485313,
2.1.1.382,764996,
2.1.1.383,763267,
2.1.1.385,764996,
2.1.1.39,485319,
2.1.1.4,441488,
2.1.1.4,441492,
2.1.1.4,441489,
2.1.1.4,441496,
2.1.1.4,441479,
2.1.1.4,441490,
2.1.1.4,734548,
2.1.1.4,734389,
2.1.1.4,734549,
2.1.1.4,734546,
2.1.1.4,756897,
2.1.1.40,485318,
2.1.1.40,485319,
2.1.1.41,757934,
2.1.1.41,485335,
2.1.1.41,485323,
2.1.1.41,485327,
2.1.1.41,718790,
2.1.1.41,485321,
2.1.1.42,485342,
2.1.1.42,485590,
2.1.1.42,485344,
2.1.1.42,706086,
2.1.1.42,700855,
2.1.1.45,485384,
2.1.1.45,485370,
2.1.1.45,485410,
2.1.1.45,485378,
2.1.1.45,485433,
2.1.1.45,485422,
2.1.1.45,485429,
2.1.1.45,485358,
2.1.1.45,485426,
2.1.1.45,485413,
2.1.1.45,485403,
2.1.1.45,485430,
2.1.1.45,485402,
2.1.1.45,485395,
2.1.1.45,485376,
2.1.1.45,"485357,485363",
2.1.1.45,"485410,485416",
2.1.1.45,"485363,485377",
2.1.1.45,"485358,485363",
2.1.1.45,485359,
2.1.1.45,485416,
2.1.1.45,485377,
2.1.1.45,485363,
2.1.1.45,485391,
2.1.1.45,485380,
2.1.1.45,485404,
2.1.1.45,485372,
2.1.1.45,485389,
2.1.1.45,485398,
2.1.1.45,756644,
2.1.1.45,718866,
2.1.1.45,485357,
2.1.1.45,485415,
2.1.1.46,441443,
2.1.1.47,"441311,441312",
2.1.1.47,"441311,441312",
2.1.1.49,441353,
2.1.1.49,441356,
2.1.1.5,441241,
2.1.1.5,689024,
2.1.1.5,441243,
2.1.1.5,441233,
2.1.1.5,"441234,673003",
2.1.1.5,675300,
2.1.1.5,673003,
2.1.1.5,441247,
2.1.1.5,684710,
2.1.1.5,"441234,673003",
2.1.1.5,441235,
2.1.1.50,441230,
2.1.1.53,676699,
2.1.1.53,485445,
2.1.1.53,485444,
2.1.1.53,485443,
2.1.1.54,441229,
2.1.1.56,485467,
2.1.1.56,674439,
2.1.1.56,485462,
2.1.1.57,704920,
2.1.1.57,639477,
2.1.1.57,639479,
2.1.1.57,721099,
2.1.1.57,639484,
2.1.1.59,"485476,485480",
2.1.1.59,"485476,485480",
2.1.1.59,485475,
2.1.1.59,485482,
2.1.1.59,"485476,485479,485480",
2.1.1.59,485481,
2.1.1.59,"485476,485480",
2.1.1.59,"485476,485480",
2.1.1.59,"485476,485480",
2.1.1.59,"485476,485479,485480",
2.1.1.6,441547,
2.1.1.6,703190,
2.1.1.6,658885,
2.1.1.6,686194,
2.1.1.6,657883,
2.1.1.6,705398,
2.1.1.6,658268,
2.1.1.6,441523,
2.1.1.6,441513,
2.1.1.6,441551,
2.1.1.6,441543,
2.1.1.6,441545,
2.1.1.6,720265,
2.1.1.6,719315,
2.1.1.6,441532,
2.1.1.6,441544,
2.1.1.6,441524,
2.1.1.6,658520,
2.1.1.6,657526,
2.1.1.6,441507,
2.1.1.6,687949,
2.1.1.6,441525,
2.1.1.6,657525,
2.1.1.6,441514,
2.1.1.6,441533,
2.1.1.6,441554,
2.1.1.6,657534,
2.1.1.6,735342,
2.1.1.60,441314,
2.1.1.60,441320,
2.1.1.60,441317,
2.1.1.60,441319,
2.1.1.60,441316,
2.1.1.64,485508,
2.1.1.65,485510,
2.1.1.67,485516,
2.1.1.67,485515,
2.1.1.67,485521,
2.1.1.67,685254,
2.1.1.67,485522,
2.1.1.67,485527,
2.1.1.67,485519,
2.1.1.67,485520,
2.1.1.67,"485516,485520",
2.1.1.67,485525,
2.1.1.67,657544,
2.1.1.67,685039,
2.1.1.67,657885,
2.1.1.67,657749,
2.1.1.67,689365,
2.1.1.67,"485516,485520",
2.1.1.68,485545,
2.1.1.68,660104,
2.1.1.68,701663,
2.1.1.68,734970,
2.1.1.68,702477,
2.1.1.68,734491,
2.1.1.68,718207,
2.1.1.68,485067,
2.1.1.68,485530,
2.1.1.68,485531,
2.1.1.68,658800,
2.1.1.68,485547,
2.1.1.68,720423,
2.1.1.68,485543,
2.1.1.68,485541,
2.1.1.68,485542,
2.1.1.68,485546,
2.1.1.68,675589,
2.1.1.68,757324,
2.1.1.69,485668,
2.1.1.69,661650,
2.1.1.69,719193,
2.1.1.7,658243,
2.1.1.7,441222,
2.1.1.7,441220,
2.1.1.7,441221,
2.1.1.70,485668,
2.1.1.71,485166,
2.1.1.71,485560,
2.1.1.71,485554,
2.1.1.71,485193,
2.1.1.71,"485555,485560",
2.1.1.72,"485567,485577",
2.1.1.72,485577,
2.1.1.72,720816,
2.1.1.72,719096,
2.1.1.72,719450,
2.1.1.72,"485567,485577",
2.1.1.74,485583,
2.1.1.74,734203,
2.1.1.75,485584,
2.1.1.76,663119,
2.1.1.76,485586,
2.1.1.77,701664,
2.1.1.77,719263,
2.1.1.77,485597,
2.1.1.77,485604,
2.1.1.77,485591,
2.1.1.77,485606,
2.1.1.77,485622,
2.1.1.77,485615,
2.1.1.77,"485610,485615",
2.1.1.77,485610,
2.1.1.77,657965,
2.1.1.77,757230,
2.1.1.77,706396,
2.1.1.77,"485610,485622",
2.1.1.77,"485610,485615",
2.1.1.77,485618,
2.1.1.77,720328,
2.1.1.77,734891,
2.1.1.77,"485615,485622",
2.1.1.77,"485610,485615",
2.1.1.77,485599,
2.1.1.77,734965,
2.1.1.77,757817,
2.1.1.77,"485610,485615",
2.1.1.78,485623,
2.1.1.79,485625,
2.1.1.79,680343,
2.1.1.79,685391,
2.1.1.79,"485626,485631",
2.1.1.79,485634,
2.1.1.8,441559,
2.1.1.8,441561,
2.1.1.8,441566,
2.1.1.8,441570,
2.1.1.8,441564,
2.1.1.8,"441556,441557",
2.1.1.8,441573,
2.1.1.8,"441556,441557",
2.1.1.80,485641,
2.1.1.80,485638,
2.1.1.80,"485637,485641",
2.1.1.82,485648,
2.1.1.83,485588,
2.1.1.84,485588,
2.1.1.86,639489,
2.1.1.86,734072,
2.1.1.88,485658,
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,441584,
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,676510,
2.1.1.9,696997,
2.1.1.9,"441585,441587",
2.1.1.9,721115,
2.1.1.9,441592,
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.9,718580,
2.1.1.9,441591,
2.1.1.9,"441585,441587",
2.1.1.9,"441585,441587",
2.1.1.90,485665,
2.1.1.91,485667,
2.1.1.94,689542,
2.1.1.95,720629,
2.1.1.95,485682,
2.1.1.95,485681,
2.1.1.95,485678,
2.1.1.95,758033,
2.1.1.95,485677,
2.1.1.95,485680,
2.1.1.95,485679,
2.1.1.96,485683,
2.1.1.97,485687,
2.1.1.B112,725515,
2.1.1.B119,757703,
2.1.1.B127,757264,
2.1.1.B3,673429,
2.1.1.B74,643766,
2.1.1.B83,714532,
2.1.1.B84,714532,
2.1.2.1,726831,
2.1.2.1,756705,
2.1.2.1,441405,
2.1.2.1,441398,
2.1.2.1,441413,
2.1.2.1,441400,
2.1.2.1,441437,
2.1.2.1,441391,
2.1.2.1,727262,
2.1.2.1,"441428,441430",
2.1.2.1,441401,
2.1.2.1,441425,
2.1.2.1,441394,
2.1.2.1,441407,
2.1.2.1,676982,
2.1.2.1,441408,
2.1.2.1,755905,
2.1.2.1,441409,
2.1.2.1,441410,
2.1.2.10,485693,
2.1.2.11,485700,
2.1.2.11,"485700,485701",
2.1.2.11,485701,
2.1.2.11,485707,
2.1.2.2,485731,
2.1.2.2,485724,
2.1.2.2,485734,
2.1.2.2,485729,
2.1.2.2,485739,
2.1.2.2,485730,
2.1.2.2,"485729,485733",
2.1.2.2,485733,
2.1.2.2,485732,
2.1.2.2,"485734,485735",
2.1.2.2,"485735,485738",
2.1.2.2,"485729,485733",
2.1.2.2,485741,
2.1.2.2,485735,
2.1.2.2,"485735,485738",
2.1.2.2,485717,
2.1.2.2,485713,
2.1.2.2,485714,
2.1.2.2,485727,
2.1.2.3,172163,
2.1.2.3,485749,
2.1.2.3,485757,
2.1.2.3,485759,
2.1.2.3,485748,
2.1.2.3,756701,
2.1.2.3,485745,
2.1.2.3,485756,
2.1.2.3,485760,
2.1.2.3,485746,
2.1.2.5,485771,
2.1.2.5,485768,
2.1.2.5,209729,
2.1.2.5,"209729,485768",
2.1.2.7,"485776,485777",
2.1.2.7,"485776,485777",
2.1.2.7,702735,
2.1.2.7,"485776,485777",
2.1.2.7,"485776,485777",
2.1.2.8,485787,
2.1.2.8,485785,
2.1.2.9,485802,
2.1.2.9,485794,
2.1.2.9,"485795,485797",
2.1.2.9,485807,
2.1.2.9,"485795,485797",
2.1.2.9,736461,
2.1.2.9,485796,
2.1.2.9,485799,
2.1.2.9,661778,
2.1.3.1,485822,
2.1.3.1,485816,
2.1.3.10,684745,
2.1.3.11,687511,
2.1.3.15,745266,
2.1.3.2,485872,
2.1.3.2,485845,
2.1.3.2,661693,
2.1.3.2,485861,
2.1.3.2,485865,
2.1.3.2,696699,
2.1.3.2,485887,
2.1.3.2,485863,
2.1.3.2,"485857,485872",
2.1.3.2,485858,
2.1.3.2,485879,
2.1.3.2,485876,
2.1.3.2,701171,
2.1.3.2,485886,
2.1.3.2,485875,
2.1.3.2,756715,
2.1.3.2,661512,
2.1.3.2,485854,
2.1.3.2,757003,
2.1.3.2,485882,
2.1.3.2,689977,
2.1.3.2,485885,
2.1.3.2,662222,
2.1.3.2,485857,
2.1.3.2,485841,
2.1.3.3,698015,
2.1.3.3,722614,
2.1.3.3,665460,
2.1.3.3,698892,
2.1.3.3,666362,
2.1.3.3,660046,
2.1.3.3,659213,
2.1.3.3,720853,
2.1.3.6,485953,
2.1.3.6,485950,
2.1.3.6,674316,
2.1.3.6,721014,
2.1.3.6,720853,
2.1.3.8,485958,
2.1.4.1,485972,
2.1.4.1,485966,
2.1.4.1,485967,
2.1.4.1,485968,
2.1.4.1,"485966,485968",
2.1.4.1,"485968,485974",
2.1.4.1,"485966,485968",
2.1.4.1,485980,
2.1.4.1,"485966,485968",
2.1.4.1,"485966,485968",
2.1.4.1,485970,
2.2.1.1,486023,
2.2.1.1,"486023,486026",
2.2.1.1,"486023,486026",
2.2.1.1,486026,
2.2.1.1,718815,
2.2.1.1,720609,
2.2.1.1,735416,
2.2.1.1,720982,
2.2.1.1,696175,
2.2.1.1,486017,
2.2.1.1,690697,
2.2.1.1,718950,
2.2.1.1,486016,
2.2.1.1,486011,
2.2.1.1,486015,
2.2.1.1,486005,
2.2.1.1,486012,
2.2.1.1,657667,
2.2.1.1,"485991,486002",
2.2.1.1,"485991,486026",
2.2.1.1,486004,
2.2.1.1,486007,
2.2.1.1,720405,
2.2.1.1,"486023,486026",
2.2.1.1,735415,
2.2.1.1,486008,
2.2.1.1,486006,
2.2.1.1,"486023,486026",
2.2.1.1,"485991,486002",
2.2.1.1,692925,
2.2.1.1,"486023,486026",
2.2.1.1,"485991,486002",
2.2.1.1,694066,
2.2.1.1,693289,
2.2.1.1,"486023,486026",
2.2.1.1,693291,
2.2.1.1,485995,
2.2.1.1,695034,
2.2.1.2,486035,
2.2.1.2,660839,
2.2.1.2,486027,
2.2.1.2,486032,
2.2.1.2,486044,
2.2.1.2,756739,
2.2.1.2,486041,
2.2.1.2,486030,
2.2.1.2,486043,
2.2.1.2,706567,
2.2.1.2,486034,
2.2.1.2,663096,
2.2.1.3,486057,
2.2.1.3,486047,
2.2.1.5,395936,
2.2.1.5,395927,
2.2.1.5,395930,
2.2.1.6,395917,
2.2.1.6,658364,
2.2.1.6,695780,
2.2.1.6,672866,
2.2.1.6,395875,
2.2.1.6,395876,
2.2.1.6,719375,
2.2.1.6,757919,
2.2.1.6,395887,
2.2.1.6,733597,
2.2.1.6,719010,
2.2.1.6,673626,
2.2.1.6,395883,
2.2.1.6,660058,
2.2.1.6,395916,
2.2.1.6,395896,
2.2.1.6,658223,
2.2.1.6,395915,
2.2.1.6,672368,
2.2.1.6,719117,
2.2.1.6,395886,
2.2.1.6,697061,
2.2.1.6,395872,
2.2.1.6,395871,
2.2.1.6,657912,
2.2.1.6,395910,
2.2.1.6,"718875,718895",
2.2.1.6,395921,
2.2.1.6,395907,
2.2.1.6,658566,
2.2.1.6,395902,
2.2.1.6,736351,
2.2.1.6,695852,
2.2.1.6,395918,
2.2.1.6,659100,
2.2.1.6,674354,
2.2.1.6,720392,
2.2.1.6,395920,
2.2.1.6,395889,
2.2.1.6,657718,
2.2.1.6,657720,
2.2.1.6,395914,
2.2.1.6,657724,
2.2.1.6,719329,
2.2.1.6,660559,
2.2.1.6,395912,
2.2.1.6,727336,
2.2.1.6,395922,
2.2.1.6,657572,
2.2.1.7,658834,
2.2.1.7,395816,
2.2.1.7,395812,
2.2.1.7,756052,
2.2.1.7,720633,
2.2.1.7,706051,
2.2.1.7,720131,
2.2.1.7,758287,
2.3.1.1,703712,
2.3.1.1,704614,
2.3.1.1,737139,
2.3.1.1,735706,
2.3.1.1,486065,
2.3.1.1,719937,
2.3.1.1,486062,
2.3.1.1,703696,
2.3.1.1,736269,
2.3.1.1,"486061,486071",
2.3.1.1,486068,
2.3.1.1,676019,
2.3.1.1,672793,
2.3.1.1,486074,
2.3.1.1,486073,
2.3.1.1,486061,
2.3.1.1,486067,
2.3.1.1,"486061,486071",
2.3.1.100,486083,
2.3.1.101,486086,
2.3.1.101,486095,
